case	barcode_normal	barcode_tumor	uuid_normal	uuid_tumor	chr1:111755648_normal	chr1:111755648_tumor	chr1:120973520_normal	chr1:120973520_tumor	chr1:125167749_normal	chr1:125167749_tumor	chr1:125167927_normal	chr1:125167927_tumor	chr1:143184833_normal	chr1:143184833_tumor	chr1:143191791_normal	chr1:143191791_tumor	chr1:143213623_normal	chr1:143213623_tumor	chr1:143217536_normal	chr1:143217536_tumor	chr1:143218105_normal	chr1:143218105_tumor	chr1:185156770_normal	chr1:185156770_tumor	chr10:41909522_normal	chr10:41909522_tumor	chr10:41910866_normal	chr10:41910866_tumor	chr10:42067190_normal	chr10:42067190_tumor	chr10:73969_normal	chr10:73969_tumor	chr14:75794999_normal	chr14:75794999_tumor	chr16:34582307_normal	chr16:34582307_tumor	chr16:34583579_normal	chr16:34583579_tumor	chr16:68738315_normal	chr16:68738315_tumor	chr17:59381297_normal	chr17:59381297_tumor	chr20:29080591_normal	chr20:29080591_tumor	chr20:29080600_normal	chr20:29080600_tumor	chr20:31661448_normal	chr20:31661448_tumor	chr20:34526476_normal	chr20:34526476_tumor	chr21:32413109_normal	chr21:32413109_tumor	chr3:47586910_normal	chr3:47586910_tumor	chr3:75669082_normal	chr3:75669082_tumor	chr3:75669400_normal	chr3:75669400_tumor	chr5:40681256_normal	chr5:40681256_tumor	chr5:49657236_normal	chr5:49657236_tumor	chr5:49657316_normal	chr5:49657316_tumor	chr5:49658235_normal	chr5:49658235_tumor	chr5:49660983_normal	chr5:49660983_tumor	chr8:102395112_normal	chr8:102395112_tumor	chr8:127891443_normal	chr8:127891443_tumor	chr8:128267540_normal	chr8:128267540_tumor	chr8:13132891_normal	chr8:13132891_tumor	chr9:135751043_normal	chr9:135751043_tumor
TCGA-3C-AALJ	TCGA-3C-AALJ-10A	TCGA-3C-AALJ-01A	ef826bbf-9e74-432e-ad42-c5a80c40b46d	53052f7e-f3ec-4ce9-ad38-ce0f1e0a4387	11	14.0	185.0	346.0	4.0	3.0	8.0	4.0	5.0	6.0	1.0	0.0	2.0	5.0	21.0	41.0	9.0	12.0	6.0	10.0	1.0	1.0	1.0	2.0	2.0	6.0	16.0	4.0	0.0	0.0	28.0	49.0	19.0	37.0	98.0	137.0	1.0	0.0	14.0	22.0	12.0	20.0	0.0	1.0	8.0	29	18.0	17.0	32.0	62.0	11.0	10.0	4.0	5.0	13	38	1.0	0.0	2.0	4.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	19.0	49.0	56
TCGA-WT-AB41	TCGA-WT-AB41-10A	TCGA-WT-AB41-01A	54ef4c59-0438-44a2-9c70-d3180d021f8a	e9926354-54eb-49ce-b49c-954a5765d575	7	7.0	194.0	245.0	2.0	0.0	1.0	1.0	10.0	4.0	1.0	1.0	0.0	1.0	33.0	30.0	10.0	13.0	4.0	5.0	1.0	0.0	1.0	3.0	3.0	5.0	9.0	16.0	0.0	0.0	86.0	60.0	44.0	47.0	71.0	119.0	0.0	0.0	3.0	15.0	3.0	16.0	0.0	0.0	12.0	5	20.0	15.0	29.0	54.0	0.0	8.0	2.0	1.0	20	45	1.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	32.0	19.0	32.0	49
TCGA-OL-A5RX	TCGA-OL-A5RX-10A	TCGA-OL-A5RX-01A	dabc2be5-f430-4651-acdc-9b365fb331ca	39f73f41-83fd-4064-93d6-0053cecdb748	12	18.0	118.0	175.0	1.0	2.0	4.0	5.0	6.0	14.0	1.0	2.0	0.0	0.0	27.0	48.0	10.0	26.0	1.0	3.0	0.0	2.0	0.0	9.0	2.0	3.0	12.0	13.0	0.0	0.0	72.0	73.0	40.0	60.0	76.0	73.0	1.0	2.0	26.0	28.0	23.0	24.0	0.0	0.0	3.0	7	13.0	15.0	19.0	24.0	9.0	17.0	1.0	5.0	27	28	4.0	6.0	1.0	4.0	3.0	5.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	39.0	49.0	63
TCGA-GM-A2DF	TCGA-GM-A2DF-10C	TCGA-GM-A2DF-01A	a8c6d642-b2a8-49d3-9e81-1d9c39624c49	b3368ee5-3389-40d5-bf8c-c5e950b22048	13	7.0	3.0	4.0	59.0	72.0	228.0	167.0	344.0	306.0	8.0	13.0	177.0	198.0	1460.0	1705.0	745.0	798.0	6.0	6.0	37.0	31.0	142.0	154.0	143.0	164.0	0.0	3.0	3.0	2.0	1231.0	1129.0	794.0	799.0	31.0	20.0	2.0	0.0	8.0	7.0	6.0	5.0	3.0	1.0	11.0	7	12.0	18.0	2.0	1.0	51.0	35.0	34.0	24.0	30	19	162.0	139.0	121.0	106.0	101.0	127.0	267.0	227.0	6.0	2.0	3.0	5.0	1.0	1.0	16.0	10.0	41.0	31
TCGA-AR-A5QM	TCGA-AR-A5QM-10A	TCGA-AR-A5QM-01A	8ce71ca4-c278-4845-93cf-d4a46b0fde48	beed42b5-37ab-4c0f-8c0e-7c3c2287d630	11	3.0	152.0	206.0	14.0	6.0	41.0	10.0	52.0	17.0	5.0	1.0	26.0	12.0	244.0	99.0	124.0	48.0	6.0	10.0	5.0	1.0	51.0	14.0	7.0	2.0	6.0	7.0	2.0	0.0	391.0	97.0	238.0	70.0	86.0	95.0	0.0	1.0	37.0	51.0	27.0	50.0	0.0	1.0	6.0	5	16.0	18.0	24.0	28.0	17.0	24.0	9.0	9.0	26	36	49.0	21.0	46.0	3.0	38.0	11.0	101.0	19.0	1.0	1.0	0.0	0.0	0.0	0.0	43.0	36.0	57.0	92
TCGA-D8-A27E	TCGA-D8-A27E-10A	TCGA-D8-A27E-01A	74e39889-3596-4ec8-a91b-c4d9a03a046c	b61d635b-dd24-4784-a014-3b3a1c720b0c	6	13.0	1.0	0.0	57.0	72.0	75.0	128.0	102.0	131.0	3.0	6.0	68.0	86.0	557.0	784.0	286.0	361.0	3.0	4.0	19.0	37.0	95.0	152.0	85.0	131.0	1.0	2.0	1.0	4.0	798.0	1154.0	631.0	838.0	16.0	30.0	3.0	6.0	6.0	9.0	4.0	9.0	4.0	2.0	5.0	7	6.0	11.0	1.0	2.0	31.0	32.0	11.0	34.0	12	32	131.0	205.0	114.0	139.0	125.0	158.0	206.0	312.0	1.0	2.0	1.0	0.0	1.0	3.0	4.0	6.0	11.0	38
TCGA-B6-A400	TCGA-B6-A400-10A	TCGA-B6-A400-01A	5576b61d-ddb4-43e6-97f2-1f9420de5e45	4c50c0ad-55c1-442b-bcda-5127388476a3	16	26.0	179.0	233.0	8.0	12.0	32.0	44.0	44.0	68.0	0.0	1.0	13.0	35.0	209.0	391.0	113.0	154.0	4.0	6.0	4.0	2.0	14.0	18.0	14.0	24.0	8.0	10.0	0.0	0.0	155.0	176.0	104.0	104.0	123.0	130.0	1.0	0.0	29.0	16.0	25.0	17.0	0.0	1.0	7.0	6	23.0	32.0	43.0	42.0	10.0	10.0	8.0	6.0	42	38	8.0	8.0	7.0	6.0	9.0	3.0	20.0	8.0	0.0	0.0	1.0	2.0	0.0	1.0	21.0	94.0	77.0	89
TCGA-AR-A2LE	TCGA-AR-A2LE-10A	TCGA-AR-A2LE-01A	ce69a133-cbcd-46d4-bdba-91c005146b8b	62a0e468-7f08-47bd-b532-c24fc1693106	10	8.0	0.0	1.0	64.0	84.0	99.0	161.0	152.0	195.0	14.0	10.0	70.0	85.0	1302.0	1602.0	649.0	679.0	5.0	7.0	31.0	39.0	78.0	129.0	75.0	71.0	0.0	2.0	1.0	2.0	881.0	746.0	698.0	501.0	7.0	11.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	7.0	8	11.0	8.0	1.0	1.0	61.0	32.0	23.0	21.0	26	26	133.0	132.0	92.0	104.0	124.0	118.0	213.0	248.0	1.0	5.0	2.0	0.0	2.0	3.0	14.0	12.0	23.0	36
TCGA-A7-A4SA	TCGA-A7-A4SA-11A	TCGA-A7-A4SA-01A	aa93da50-fa86-4fe6-924e-8bf7ccfcb824	43ed958f-17ca-49a8-8ed3-59789d35df97	16	8.0	185.0	265.0	8.0	21.0	35.0	40.0	37.0	37.0	4.0	0.0	14.0	19.0	186.0	253.0	84.0	74.0	8.0	8.0	10.0	5.0	31.0	30.0	14.0	21.0	27.0	25.0	1.0	0.0	242.0	224.0	150.0	111.0	116.0	112.0	2.0	0.0	46.0	89.0	43.0	76.0	2.0	2.0	9.0	21	15.0	35.0	36.0	45.0	23.0	18.0	17.0	21.0	47	67	34.0	45.0	25.0	32.0	26.0	29.0	60.0	51.0	3.0	1.0	0.0	0.0	2.0	1.0	45.0	47.0	82.0	96
TCGA-A7-A4SA	TCGA-A7-A4SA-10A	TCGA-A7-A4SA-01A	ff71817d-1925-4879-a0e7-433009eefb52	43ed958f-17ca-49a8-8ed3-59789d35df97	21	8.0	130.0	265.0	8.0	21.0	27.0	40.0	12.0	37.0	0.0	0.0	10.0	19.0	100.0	253.0	28.0	74.0	8.0	8.0	3.0	5.0	11.0	30.0	11.0	21.0	15.0	25.0	0.0	0.0	146.0	224.0	76.0	111.0	113.0	112.0	2.0	0.0	15.0	89.0	12.0	76.0	0.0	2.0	1.0	21	19.0	35.0	32.0	45.0	14.0	18.0	8.0	21.0	40	67	22.0	45.0	21.0	32.0	12.0	29.0	36.0	51.0	0.0	1.0	0.0	0.0	0.0	1.0	66.0	47.0	92.0	96
TCGA-C8-A26V	TCGA-C8-A26V-10A	TCGA-C8-A26V-01A	86f2ea9c-d28f-4c28-9d94-e0db3d1f87fa	b3e24b6f-deb7-4e6d-b5b9-2decdf5045eb	7	12.0	0.0	0.0	26.0	26.0	46.0	77.0	136.0	151.0	10.0	14.0	92.0	132.0	658.0	738.0	403.0	424.0	2.0	5.0	17.0	22.0	85.0	54.0	30.0	28.0	0.0	0.0	0.0	1.0	715.0	1134.0	566.0	826.0	18.0	4.0	2.0	1.0	3.0	2.0	3.0	2.0	0.0	2.0	9.0	4	8.0	4.0	0.0	0.0	26.0	27.0	18.0	18.0	23	27	50.0	64.0	38.0	49.0	58.0	37.0	112.0	141.0	0.0	0.0	3.0	0.0	2.0	2.0	6.0	7.0	19.0	20
TCGA-OL-A97C	TCGA-OL-A97C-10A	TCGA-OL-A97C-01A	3394c1de-2497-491b-bc09-0596dbe2aa9e	34377a4d-ee2e-4ed9-b726-4b734438451f	7	11.0	208.0	186.0	2.0	3.0	4.0	10.0	7.0	8.0	0.0	2.0	1.0	1.0	36.0	26.0	12.0	16.0	4.0	4.0	1.0	0.0	1.0	2.0	4.0	10.0	9.0	6.0	0.0	0.0	27.0	39.0	22.0	21.0	76.0	72.0	0.0	0.0	24.0	14.0	22.0	13.0	0.0	0.0	10.0	9	16.0	18.0	43.0	48.0	9.0	7.0	3.0	1.0	18	22	2.0	4.0	2.0	2.0	3.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	16.0	39.0	33
TCGA-E2-A1IF	TCGA-E2-A1IF-10A	TCGA-E2-A1IF-01A	f5ebc599-e090-4924-a1ce-718a6e82c95d	8467079e-4894-4587-8186-607e18218db1	6	8.0	1.0	0.0	34.0	56.0	82.0	121.0	89.0	179.0	11.0	16.0	41.0	72.0	666.0	896.0	341.0	438.0	2.0	4.0	28.0	26.0	99.0	105.0	93.0	84.0	1.0	1.0	2.0	10.0	972.0	1379.0	736.0	898.0	11.0	10.0	0.0	1.0	4.0	3.0	4.0	2.0	1.0	0.0	4.0	5	8.0	10.0	1.0	0.0	38.0	25.0	23.0	17.0	11	17	130.0	102.0	88.0	85.0	98.0	93.0	194.0	184.0	0.0	1.0	2.0	1.0	2.0	1.0	15.0	6.0	16.0	21
TCGA-C8-A27B	TCGA-C8-A27B-10A	TCGA-C8-A27B-01A	006b8839-31e5-4697-b912-8e3f4124dd15	d5266b4e-a6bb-429e-beaf-5cf743b22399	9	6.0	1.0	2.0	47.0	47.0	77.0	93.0	116.0	152.0	7.0	11.0	94.0	111.0	833.0	892.0	455.0	467.0	2.0	4.0	26.0	24.0	89.0	104.0	90.0	106.0	1.0	2.0	1.0	0.0	475.0	357.0	444.0	248.0	14.0	11.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	7.0	6	3.0	12.0	2.0	0.0	24.0	18.0	19.0	12.0	16	9	125.0	106.0	88.0	66.0	112.0	110.0	163.0	141.0	1.0	3.0	0.0	2.0	0.0	4.0	2.0	3.0	23.0	11
TCGA-AR-A2LQ	TCGA-AR-A2LQ-10A	TCGA-AR-A2LQ-01A	0cfe5ca7-3ec0-41f2-bcf6-cb818549d77f	7c3aaeae-cb55-404c-ac07-0cb492425b5f	6	3.0	1.0	1.0	23.0	37.0	57.0	70.0	75.0	99.0	9.0	11.0	41.0	56.0	703.0	903.0	337.0	403.0	5.0	6.0	12.0	22.0	45.0	65.0	37.0	71.0	2.0	3.0	0.0	1.0	427.0	657.0	398.0	460.0	19.0	14.0	1.0	1.0	5.0	2.0	5.0	3.0	2.0	2.0	5.0	5	5.0	8.0	1.0	3.0	18.0	14.0	11.0	16.0	16	27	76.0	119.0	65.0	63.0	85.0	104.0	128.0	174.0	1.0	0.0	2.0	1.0	1.0	0.0	4.0	6.0	14.0	30
TCGA-OL-A66P	TCGA-OL-A66P-10A	TCGA-OL-A66P-01A	32c7d083-5d69-4d9e-9f14-52f0ecff94ba	a5dd5b72-f522-4f52-9821-7c524decdc80	8	3.0	117.0	161.0	0.0	2.0	2.0	1.0	1.0	3.0	0.0	0.0	2.0	2.0	9.0	8.0	6.0	2.0	3.0	1.0	0.0	0.0	2.0	2.0	2.0	0.0	7.0	8.0	0.0	0.0	19.0	32.0	13.0	8.0	67.0	62.0	0.0	0.0	31.0	19.0	27.0	16.0	0.0	0.0	1.0	4	11.0	12.0	14.0	10.0	9.0	6.0	6.0	3.0	17	11	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	18.0	11.0	37.0	32
TCGA-E2-A572	TCGA-E2-A572-10B	TCGA-E2-A572-01A	e22f4e3a-154a-48f3-b18b-bea322e883ae	5f856968-15ef-4991-b89c-4ce7192e3e43	11	8.0	123.0	161.0	0.0	0.0	3.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	11.0	9.0	4.0	6.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	9.0	7.0	0.0	0.0	6.0	8.0	6.0	2.0	63.0	80.0	0.0	0.0	22.0	30.0	19.0	23.0	0.0	0.0	5.0	5	15.0	13.0	16.0	16.0	8.0	6.0	5.0	2.0	24	23	2.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	22.0	43.0	61
TCGA-LL-A5YL	TCGA-LL-A5YL-10A	TCGA-LL-A5YL-01A	c32b3921-8409-452b-b12f-f001fb94d157	e431fc1b-73e6-4403-b10e-40c049707723	9	8.0	213.0	201.0	2.0	64.0	6.0	131.0	10.0	180.0	1.0	19.0	4.0	97.0	58.0	1193.0	26.0	571.0	5.0	5.0	1.0	31.0	7.0	90.0	12.0	89.0	11.0	10.0	0.0	3.0	47.0	330.0	40.0	250.0	79.0	57.0	0.0	0.0	38.0	39.0	32.0	36.0	0.0	0.0	4.0	6	15.0	16.0	24.0	19.0	6.0	47.0	6.0	19.0	36	28	9.0	122.0	7.0	87.0	10.0	100.0	12.0	175.0	0.0	0.0	0.0	1.0	0.0	1.0	40.0	30.0	70.0	65
TCGA-D8-A1XJ	TCGA-D8-A1XJ-10A	TCGA-D8-A1XJ-01A	42e23a5e-17e5-46f3-b246-ca6380f46c79	3ebd5e93-fa22-4406-9fcb-e787cfe10829	8	20.0	2.0	2.0	3.0	40.0	4.0	137.0	4.0	187.0	0.0	9.0	1.0	90.0	32.0	934.0	14.0	412.0	4.0	4.0	0.0	20.0	6.0	72.0	5.0	67.0	4.0	2.0	4.0	2.0	80.0	846.0	81.0	526.0	14.0	16.0	1.0	0.0	3.0	6.0	3.0	6.0	6.0	3.0	6.0	6	9.0	15.0	0.0	0.0	16.0	23.0	6.0	15.0	17	32	16.0	72.0	10.0	64.0	11.0	65.0	17.0	119.0	3.0	2.0	2.0	3.0	4.0	0.0	10.0	7.0	20.0	41
TCGA-D8-A1X5	TCGA-D8-A1X5-10A	TCGA-D8-A1X5-01A	6910acae-150d-46e0-a125-7f32886c58b8	04bd94e2-78d1-4dac-b365-13833eccf467	14	3.0	0.0	5.0	48.0	57.0	94.0	89.0	106.0	134.0	7.0	9.0	80.0	118.0	583.0	830.0	245.0	427.0	1.0	5.0	21.0	17.0	54.0	73.0	97.0	119.0	0.0	0.0	4.0	1.0	742.0	753.0	498.0	545.0	11.0	13.0	2.0	0.0	2.0	6.0	2.0	7.0	0.0	0.0	2.0	6	7.0	9.0	0.0	0.0	15.0	32.0	20.0	10.0	23	31	53.0	57.0	43.0	46.0	36.0	45.0	103.0	150.0	4.0	5.0	3.0	1.0	0.0	2.0	7.0	7.0	15.0	14
TCGA-BH-A6R9	TCGA-BH-A6R9-10A	TCGA-BH-A6R9-01A	a37c1b93-9242-4cf9-8ebf-ec5309f41157	43eab7a1-cf1a-4c96-82e1-cdb1a336d570	6	6.0	180.0	214.0	3.0	1.0	4.0	3.0	2.0	3.0	1.0	1.0	3.0	1.0	16.0	17.0	3.0	10.0	2.0	4.0	0.0	0.0	1.0	3.0	1.0	5.0	7.0	9.0	0.0	0.0	26.0	81.0	25.0	35.0	87.0	111.0	0.0	0.0	10.0	21.0	7.0	20.0	0.0	0.0	8.0	18	7.0	8.0	32.0	32.0	2.0	10.0	5.0	4.0	8	20	2.0	5.0	1.0	3.0	0.0	5.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	29.0	30.0	51
TCGA-EW-A3E8	TCGA-EW-A3E8-10A	TCGA-EW-A3E8-01B	e382b2d3-d7c5-49f0-abb6-2575180ef0d3	b2853b2d-cdcd-41c6-8dc9-f406d3d2ae74	16	16.0	132.0	105.0	8.0	4.0	24.0	11.0	40.0	14.0	4.0	1.0	3.0	1.0	162.0	67.0	88.0	35.0	5.0	2.0	9.0	3.0	31.0	10.0	28.0	6.0	5.0	10.0	0.0	0.0	367.0	86.0	248.0	56.0	86.0	56.0	1.0	0.0	43.0	29.0	42.0	27.0	0.0	0.0	6.0	5	16.0	15.0	26.0	10.0	19.0	12.0	11.0	8.0	28	26	35.0	10.0	28.0	7.0	19.0	9.0	42.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	45.0	36.0	64.0	65
TCGA-D8-A1JJ	TCGA-D8-A1JJ-10A	TCGA-D8-A1JJ-01A	44bd94a9-caf7-4014-bab8-26300d55b7ec	6f34469c-ab29-43f1-bc5d-a01f707c59d9	9	12.0	0.0	0.0	47.0	40.0	179.0	109.0	292.0	158.0	22.0	20.0	44.0	22.0	1285.0	822.0	494.0	375.0	1.0	6.0	33.0	27.0	176.0	129.0	146.0	131.0	3.0	2.0	3.0	2.0	1293.0	945.0	788.0	647.0	24.0	15.0	3.0	2.0	0.0	6.0	0.0	5.0	2.0	2.0	9.0	4	11.0	8.0	2.0	0.0	32.0	53.0	17.0	22.0	36	46	213.0	148.0	157.0	90.0	166.0	151.0	343.0	275.0	1.0	3.0	1.0	0.0	3.0	0.0	9.0	5.0	45.0	28
TCGA-LD-A9QF	TCGA-LD-A9QF-10A	TCGA-LD-A9QF-01A	3a623978-9435-451a-8937-ae9e1eabb9bb	d6cd6e5b-60e9-4992-bfa2-8bf109cd29da	11	10.0	172.0	376.0	0.0	4.0	0.0	5.0	5.0	8.0	0.0	0.0	1.0	1.0	20.0	45.0	17.0	21.0	5.0	10.0	1.0	1.0	2.0	2.0	2.0	2.0	13.0	15.0	0.0	1.0	46.0	72.0	19.0	49.0	80.0	114.0	0.0	1.0	30.0	36.0	26.0	31.0	0.0	0.0	13.0	22	12.0	20.0	27.0	75.0	12.0	14.0	4.0	2.0	10	22	1.0	2.0	1.0	1.0	1.0	3.0	4.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	36.0	38.0	56
TCGA-AC-A3QQ	TCGA-AC-A3QQ-10A	TCGA-AC-A3QQ-01A	28b6f81c-1bd4-4600-9219-7590bb167f30	ea576041-d73d-4a39-8963-a8cae929bf4f	8	2.0	183.0	121.0	19.0	22.0	42.0	49.0	73.0	113.0	4.0	15.0	33.0	72.0	596.0	1037.0	437.0	683.0	11.0	10.0	18.0	16.0	38.0	33.0	44.0	39.0	0.0	0.0	2.0	1.0	606.0	334.0	612.0	308.0	130.0	50.0	1.0	2.0	19.0	33.0	16.0	23.0	0.0	3.0	16.0	7	12.0	19.0	33.0	17.0	25.0	32.0	8.0	11.0	77	52	45.0	51.0	21.0	36.0	37.0	37.0	48.0	81.0	0.0	1.0	0.0	1.0	1.0	0.0	26.0	23.0	96.0	50
TCGA-D8-A1XM	TCGA-D8-A1XM-10A	TCGA-D8-A1XM-01A	e5a57f6a-a6e1-4e53-bc79-faee7268a743	4119aaf3-65ad-42e3-bb84-526d4fdcf32b	6	5.0	3.0	0.0	36.0	50.0	61.0	90.0	78.0	126.0	6.0	9.0	34.0	40.0	451.0	579.0	223.0	268.0	6.0	6.0	25.0	32.0	83.0	107.0	46.0	51.0	1.0	0.0	0.0	0.0	752.0	820.0	534.0	574.0	13.0	15.0	2.0	1.0	0.0	2.0	1.0	2.0	0.0	2.0	4.0	4	6.0	6.0	0.0	1.0	12.0	19.0	11.0	7.0	20	18	89.0	115.0	78.0	98.0	97.0	89.0	158.0	173.0	1.0	0.0	1.0	5.0	0.0	0.0	5.0	1.0	23.0	21
TCGA-D8-A1X8	TCGA-D8-A1X8-10A	TCGA-D8-A1X8-01A	dcfa3c1e-7201-4a09-bc42-376c98c6282e	88c047eb-e82a-4528-968d-1a250081d19e	11	7.0	1.0	1.0	7.0	63.0	41.0	117.0	29.0	192.0	2.0	17.0	16.0	138.0	133.0	1425.0	50.0	662.0	5.0	3.0	3.0	35.0	12.0	59.0	9.0	111.0	3.0	3.0	2.0	2.0	234.0	865.0	161.0	659.0	25.0	12.0	2.0	2.0	2.0	4.0	0.0	4.0	1.0	0.0	4.0	4	11.0	8.0	1.0	1.0	8.0	42.0	2.0	16.0	23	17	15.0	191.0	8.0	144.0	7.0	202.0	19.0	240.0	6.0	1.0	0.0	3.0	1.0	2.0	6.0	6.0	9.0	20
TCGA-A7-A4SD	TCGA-A7-A4SD-10A	TCGA-A7-A4SD-01A	6661dffb-f33f-4f9d-957c-eb8f09747f12	25d35b5c-f27a-45cd-be39-fc971c91a0e5	15	17.0	214.0	215.0	3.0	5.0	12.0	27.0	23.0	36.0	3.0	0.0	7.0	18.0	89.0	153.0	45.0	57.0	5.0	7.0	9.0	6.0	21.0	17.0	10.0	11.0	22.0	21.0	1.0	0.0	156.0	238.0	108.0	149.0	93.0	120.0	2.0	1.0	34.0	42.0	33.0	33.0	0.0	2.0	2.0	12	11.0	19.0	49.0	34.0	24.0	15.0	8.0	7.0	26	43	16.0	7.0	16.0	5.0	9.0	6.0	30.0	16.0	0.0	0.0	0.0	3.0	1.0	0.0	45.0	64.0	77.0	90
TCGA-A7-A4SD	TCGA-A7-A4SD-11A	TCGA-A7-A4SD-01A	2cf7b045-0393-431d-b720-632780d211a8	25d35b5c-f27a-45cd-be39-fc971c91a0e5	12	17.0	158.0	215.0	5.0	5.0	14.0	27.0	39.0	36.0	1.0	0.0	17.0	18.0	138.0	153.0	76.0	57.0	3.0	7.0	9.0	6.0	37.0	17.0	15.0	11.0	16.0	21.0	2.0	0.0	254.0	238.0	200.0	149.0	73.0	120.0	0.0	1.0	54.0	42.0	49.0	33.0	0.0	2.0	6.0	12	9.0	19.0	19.0	34.0	18.0	15.0	7.0	7.0	32	43	28.0	7.0	25.0	5.0	17.0	6.0	37.0	16.0	0.0	0.0	1.0	3.0	0.0	0.0	25.0	64.0	51.0	90
TCGA-E9-A3HO	TCGA-E9-A3HO-10A	TCGA-E9-A3HO-01A	d39d785e-dc0f-4b9b-9147-4e11f2d1fe06	309f70cf-25cb-48b9-91dd-3d2c628e3d65	8	10.0	99.0	87.0	4.0	2.0	19.0	5.0	40.0	16.0	3.0	1.0	17.0	3.0	183.0	46.0	129.0	27.0	2.0	10.0	4.0	0.0	15.0	5.0	20.0	5.0	10.0	8.0	1.0	0.0	193.0	91.0	170.0	34.0	64.0	9.0	1.0	0.0	23.0	24.0	20.0	23.0	3.0	0.0	3.0	5	6.0	16.0	13.0	20.0	15.0	11.0	10.0	3.0	25	43	38.0	7.0	19.0	3.0	26.0	6.0	47.0	10.0	1.0	0.0	0.0	0.0	1.0	0.0	29.0	44.0	44.0	46
TCGA-AR-A256	TCGA-AR-A256-10A	TCGA-AR-A256-01A	498c2e11-687c-431f-805f-0acb439dd89b	f9f440d4-5a45-49c6-a42c-ad25f22ef66c	13	14.0	1.0	4.0	43.0	62.0	108.0	203.0	150.0	282.0	26.0	18.0	109.0	192.0	1298.0	1964.0	657.0	1048.0	5.0	13.0	32.0	16.0	68.0	64.0	88.0	60.0	3.0	2.0	2.0	2.0	706.0	353.0	556.0	278.0	15.0	22.0	2.0	2.0	2.0	9.0	2.0	7.0	1.0	1.0	2.0	6	3.0	8.0	2.0	2.0	19.0	20.0	17.0	14.0	21	21	86.0	58.0	59.0	46.0	88.0	47.0	150.0	84.0	1.0	4.0	1.0	3.0	1.0	2.0	6.0	6.0	20.0	18
TCGA-AC-A4ZE	TCGA-AC-A4ZE-10B	TCGA-AC-A4ZE-01A	afa45448-ecf5-4555-8c4c-aef7f27ce6d4	3a379305-d17c-4c31-8f7a-38772e7b95d9	6	23.0	225.0	337.0	2.0	2.0	5.0	13.0	5.0	11.0	0.0	2.0	2.0	1.0	27.0	61.0	6.0	23.0	4.0	5.0	1.0	2.0	2.0	11.0	4.0	2.0	0.0	6.0	0.0	0.0	53.0	42.0	50.0	18.0	97.0	83.0	0.0	0.0	29.0	17.0	26.0	14.0	0.0	0.0	5.0	12	20.0	20.0	37.0	52.0	6.0	7.0	10.0	7.0	19	20	8.0	4.0	5.0	1.0	2.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	52.0	40.0	53
TCGA-A7-A26J	TCGA-A7-A26J-10A	TCGA-A7-A26J-01A	5dbef006-4110-4a6d-8548-55cff2a2e4e0	036780c3-fa9b-405e-addb-d3eac18b075b	17	4.0	276.0	2.0	2.0	95.0	12.0	130.0	6.0	185.0	1.0	34.0	2.0	70.0	89.0	2069.0	31.0	1015.0	4.0	5.0	3.0	28.0	9.0	66.0	2.0	36.0	15.0	1.0	1.0	0.0	70.0	514.0	37.0	400.0	120.0	5.0	0.0	2.0	39.0	3.0	37.0	2.0	1.0	1.0	5.0	7	20.0	2.0	29.0	1.0	24.0	29.0	9.0	17.0	34	13	7.0	126.0	7.0	86.0	2.0	85.0	9.0	163.0	0.0	2.0	0.0	3.0	0.0	3.0	44.0	1.0	89.0	10
TCGA-A7-A26J	TCGA-A7-A26J-10A	TCGA-A7-A26J-01A	a8dedccc-22c2-4155-b02d-778770e0b714	036780c3-fa9b-405e-addb-d3eac18b075b	8	4.0	1.0	2.0	53.0	95.0	118.0	130.0	145.0	185.0	15.0	34.0	53.0	70.0	1169.0	2069.0	497.0	1015.0	1.0	5.0	16.0	28.0	91.0	66.0	56.0	36.0	3.0	1.0	2.0	0.0	1039.0	514.0	640.0	400.0	15.0	5.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	1.0	2.0	7	12.0	2.0	0.0	1.0	26.0	29.0	17.0	17.0	19	13	122.0	126.0	87.0	86.0	86.0	85.0	168.0	163.0	1.0	2.0	1.0	3.0	4.0	3.0	7.0	1.0	21.0	10
